sim_id,step,individuals,present_species,shannon,patch_individuals_mean,patch_species_mean,patch_shannon_mean,sample_individuals_mean,sample_species_mean,sample_shannon_mean,habitat,fragmentation,n_patches,n_samples
2,21,92791,930,6.43251699727057,92791,930,6.43251699727057,0,0,0,1,0,1,0
2,22,93040,925,6.42823061442061,93040,925,6.42823061442061,0,0,0,1,0,1,0
2,23,93277,922,6.42337145878365,93277,922,6.42337145878365,0,0,0,1,0,1,0
2,24,93362,921,6.42265698586792,93362,921,6.42265698586792,0,0,0,1,0,1,0
2,25,93595,916,6.41752981946179,93595,916,6.41752981946179,0,0,0,1,0,1,0
2,26,93612,913,6.4151082904593,93612,913,6.4151082904593,0,0,0,1,0,1,0
2,27,93368,910,6.40939909557196,93368,910,6.40939909557196,0,0,0,1,0,1,0
2,28,93493,908,6.40688507356675,93493,908,6.40688507356675,0,0,0,1,0,1,0
2,29,93683,909,6.40265719497301,93683,909,6.40265719497301,0,0,0,1,0,1,0
2,30,93546,909,6.40152182286023,93546,909,6.40152182286023,0,0,0,1,0,1,0
2,31,93625,906,6.39954742225326,93625,906,6.39954742225326,0,0,0,1,0,1,0
2,32,93345,905,6.39709822585752,93345,905,6.39709822585752,0,0,0,1,0,1,0
2,33,93745,903,6.39441476284453,93745,903,6.39441476284453,0,0,0,1,0,1,0
2,34,93496,902,6.39019069560223,93496,902,6.39019069560223,0,0,0,1,0,1,0
2,35,93737,899,6.38509759884924,93737,899,6.38509759884924,0,0,0,1,0,1,0
2,36,93615,898,6.38439567862665,93615,898,6.38439567862665,0,0,0,1,0,1,0
2,37,93887,896,6.38081964298731,93887,896,6.38081964298731,0,0,0,1,0,1,0
2,38,93656,894,6.37711952200811,93656,894,6.37711952200811,0,0,0,1,0,1,0
2,39,93703,892,6.37438745740725,93703,892,6.37438745740725,0,0,0,1,0,1,0
2,40,93444,892,6.37159323498424,93444,892,6.37159323498424,0,0,0,1,0,1,0
2,41,14113,495,5.44376945452106,4704.33333333333,177.333333333333,4.24278524881465,37.6,22.9,2.94978004124773,0.15,0.2,3,30
2,42,13975,478,5.41906729276746,4658.33333333333,170,4.19988537505753,36.5,22.0333333333333,2.90899407479633,0.15,0.2,3,30
2,43,13933,470,5.40244450204721,4644.33333333333,166,4.1175449858017,35.9333333333333,21.6666666666667,2.8955240728365,0.15,0.2,3,30
2,44,14087,464,5.38871081667138,4695.66666666667,163.666666666667,4.13714715054134,37,22.2666666666667,2.91661281450813,0.15,0.2,3,30
2,45,14059,457,5.37619911757329,4686.33333333333,160.666666666667,4.12747392639807,37.2666666666667,22.3666666666667,2.92045289301802,0.15,0.2,3,30
2,46,14022,445,5.36507935763178,4674,155.666666666667,4.07664782487162,36.8,22.5333333333333,2.94040948880406,0.15,0.2,3,30
2,47,13953,432,5.34924748240957,4651,152,4.10445071618748,37.1333333333333,22.4333333333333,2.92767556738182,0.15,0.2,3,30
2,48,13912,428,5.33602291515698,4637.33333333333,150.333333333333,4.09470602055114,36.2333333333333,21.8,2.89212848465752,0.15,0.2,3,30
2,49,14029,423,5.32209943259871,4676.33333333333,148.666666666667,4.09135697992452,36.8,21.5333333333333,2.88313347329217,0.15,0.2,3,30
2,50,13984,416,5.31341979110132,4661.33333333333,146.333333333333,4.07745974559951,37.0333333333333,21.8333333333333,2.89390499063406,0.15,0.2,3,30
2,51,14044,411,5.31021598523572,4681.33333333333,144.333333333333,4.05435361088144,37.4,21.7,2.88715359329481,0.15,0.2,3,30
2,52,14003,411,5.29600903304212,4667.66666666667,143.333333333333,3.9893329254433,37.1,21.2333333333333,2.86496648806018,0.15,0.2,3,30
2,53,13935,401,5.28129761806241,4645,140,4.00168414301171,36.6666666666667,21.3,2.86705992181002,0.15,0.2,3,30
2,54,13944,396,5.27554408219994,4648,138.333333333333,4.00205820317696,36.7666666666667,21.4333333333333,2.87459759473745,0.15,0.2,3,30
2,55,13945,390,5.26882116923027,4648.33333333333,136.666666666667,3.99844461763234,36.4666666666667,21.8666666666667,2.89396137759788,0.15,0.2,3,30
2,56,14083,382,5.25874029113658,4694.33333333333,134.333333333333,4.01596566961634,37.6333333333333,22.1,2.88732400465273,0.15,0.2,3,30
2,57,14004,381,5.25555344708272,4668,133.333333333333,3.959822541315,37.6333333333333,22.0333333333333,2.9017012958846,0.15,0.2,3,30
2,58,13990,380,5.23159464536384,4663.33333333333,132,3.89986386298488,38.2666666666667,22,2.88846970986332,0.15,0.2,3,30
2,59,13905,378,5.23115072134094,4635,131,3.86119869879879,37.2333333333333,21.5666666666667,2.87063435950746,0.15,0.2,3,30
2,60,13981,369,5.22888381288644,4660.33333333333,128.666666666667,3.92307635347767,36.8333333333333,21.5333333333333,2.87261905132426,0.15,0.2,3,30
2,61,14093,360,5.2189145408847,4697.66666666667,126.666666666667,3.96389788212435,36.3,20.8666666666667,2.8375438842093,0.15,0.2,3,30
2,62,14110,358,5.21445752778294,4703.33333333333,125,3.9215342183171,37.3,21.0333333333333,2.85135060856097,0.15,0.2,3,30
2,63,13886,354,5.20644868551856,4628.66666666667,123.333333333333,3.89166486275869,36.3333333333333,20.5666666666667,2.82779809288888,0.15,0.2,3,30
2,64,14019,350,5.19703424266919,4673,123,3.92309286901745,36.2,20.5666666666667,2.82819924071202,0.15,0.2,3,30
2,65,13995,346,5.19113551143576,4665,122.666666666667,3.94936868853721,37.9,21.4,2.84417813186481,0.15,0.2,3,30
2,66,13965,345,5.18069275983743,4655,121.333333333333,3.94509353531856,36.9333333333333,21.2666666666667,2.84889240804324,0.15,0.2,3,30
2,67,13995,341,5.17451133515025,4665,119.333333333333,3.87730478845361,37.2333333333333,21.4,2.86220901383777,0.15,0.2,3,30
2,68,14078,338,5.16873263198885,4692.66666666667,118,3.83447934569891,37.6,21.1333333333333,2.83631551832756,0.15,0.2,3,30
2,69,13961,337,5.15464036273813,4653.66666666667,117.666666666667,3.84376797343688,36.8333333333333,20.7666666666667,2.82576203625014,0.15,0.2,3,30
2,70,13935,336,5.14446936380309,4645,117.333333333333,3.85128364300702,36.4666666666667,20.2666666666667,2.81268072445378,0.15,0.2,3,30
2,71,14076,333,5.14077106573109,4692,116.333333333333,3.85827134582018,37.4,21.1333333333333,2.86062170293783,0.15,0.2,3,30
2,72,14054,330,5.12637885411693,4684.66666666667,116,3.86068843191626,36.4333333333333,20.5,2.82791957561595,0.15,0.2,3,30
2,73,13985,329,5.1201760615088,4661.66666666667,116,3.90346527515022,36.3,20.5333333333333,2.83039135772205,0.15,0.2,3,30
2,74,13932,325,5.12203722592245,4644,114.666666666667,3.91342610740242,36.0333333333333,20.9666666666667,2.86398113141856,0.15,0.2,3,30
2,75,13984,321,5.11922743430602,4661.33333333333,114.333333333333,3.96836364987206,36.9666666666667,21.1,2.86536126867832,0.15,0.2,3,30
2,76,14091,322,5.11973317587057,4697,113.666666666667,3.92253230322998,36.4666666666667,21.3,2.88862289490987,0.15,0.2,3,30
2,77,13955,321,5.10630575693003,4651.66666666667,113,3.88256856957707,35.5,20.8333333333333,2.85418492838444,0.15,0.2,3,30
2,78,13962,319,5.10249627503406,4654,112.333333333333,3.89763935392107,36.8333333333333,20.8666666666667,2.85089548179042,0.15,0.2,3,30
2,79,13955,316,5.0967982019816,4651.66666666667,111.666666666667,3.90391920113186,36.7333333333333,20.8666666666667,2.85668597698324,0.15,0.2,3,30
2,80,13996,313,5.0781339903632,4665.33333333333,110.666666666667,3.85750268776937,37.7333333333333,21.1333333333333,2.86105134784483,0.15,0.2,3,30
2,81,14009,312,5.08102569938886,4669.66666666667,109.333333333333,3.77910749885445,37.6666666666667,20.5333333333333,2.83495479876642,0.15,0.2,3,30
2,82,13992,311,5.06681960979787,4664,109,3.77711956969995,38.1,20.8333333333333,2.84097216787131,0.15,0.2,3,30
2,83,14108,309,5.0607055935273,4702.66666666667,108.666666666667,3.77799247327234,38.8333333333333,20.9333333333333,2.84057623922517,0.15,0.2,3,30
2,84,14067,305,5.06248867130782,4689,107.333333333333,3.78999070591084,36.6333333333333,20.4666666666667,2.82381513960012,0.15,0.2,3,30
2,85,13962,305,5.05641810280414,4654,107,3.75999737422726,36.6333333333333,20.5333333333333,2.82546606816304,0.15,0.2,3,30
